h_strnm,month,dong,total_sales,order_count
상상오리 삼송점,2025-10,창릉동,332200,10
상상오리 삼송점,2025-11,갈현동,72000,2
상상오리 삼송점,2025-11,구산동,98700,3
상상오리 삼송점,2025-11,도내동,10889400,445
상상오리 삼송점,2025-11,동산동,14639900,590
상상오리 삼송점,2025-11,불광동,189500,5
상상오리 삼송점,2025-11,삼송1동,333000,10
상상오리 삼송점,2025-11,삼송2동,461200,13
상상오리 삼송점,2025-11,삼송동,21359400,981
상상오리 삼송점,2025-11,성사동,167600,4
상상오리 삼송점,2025-11,신원동,6637300,320
상상오리 삼송점,2025-11,오금동,4996900,165
상상오리 삼송점,2025-11,용두동,1067400,45
상상오리 삼송점,2025-11,원당동,48000,4
상상오리 삼송점,2025-11,원신동,198400,6
상상오리 삼송점,2025-11,원흥동,18319800,833
상상오리 삼송점,2025-11,지축동,9446600,337
상상오리 삼송점,2025-11,진관동,6760300,256
상상오리 삼송점,2025-11,창릉동,464600,14
상상오리 삼송점,2025-11,효자동,67800,2
상상오리 삼송점,2025-12,갈현동,1040600,24
상상오리 삼송점,2025-12,대자동,184000,8
상상오리 삼송점,2025-12,도내동,10697000,349
상상오리 삼송점,2025-12,동산동,14836500,603
상상오리 삼송점,2025-12,불광동,414500,10
상상오리 삼송점,2025-12,삼송동,21663100,861
상상오리 삼송점,2025-12,신원동,9334800,392
상상오리 삼송점,2025-12,오금동,2621800,73
상상오리 삼송점,2025-12,용두동,343700,13
상상오리 삼송점,2025-12,원당동,422900,11
상상오리 삼송점,2025-12,원흥동,20534600,850
상상오리 삼송점,2025-12,지축동,8797100,302
상상오리 삼송점,2025-12,진관동,12117500,332
상상오리 삼송점,2026-01,갈현동,497600,19
상상오리 삼송점,2026-01,도내동,7988300,281
상상오리 삼송점,2026-01,동산동,13437300,579
상상오리 삼송점,2026-01,불광동,107700,3
상상오리 삼송점,2026-01,삼송동,18914600,785
상상오리 삼송점,2026-01,신원동,10653400,402
상상오리 삼송점,2026-01,오금동,2687400,90
상상오리 삼송점,2026-01,용두동,237000,9
상상오리 삼송점,2026-01,원흥동,19766600,768
상상오리 삼송점,2026-01,지축동,9720900,317
상상오리 삼송점,2026-01,진관동,7316700,231
상상오리 삼송점,2026-02,갈현동,270200,13
상상오리 삼송점,2026-02,구산동,269400,3
상상오리 삼송점,2026-02,도내동,5662100,207
상상오리 삼송점,2026-02,동산동,12594800,533
상상오리 삼송점,2026-02,불광동,236600,10
상상오리 삼송점,2026-02,삼송동,13252900,585
상상오리 삼송점,2026-02,신원동,9006600,365
상상오리 삼송점,2026-02,오금동,1989800,65
상상오리 삼송점,2026-02,용두동,204000,8
상상오리 삼송점,2026-02,원흥동,13362500,561
상상오리 삼송점,2026-02,지축동,5775900,186
상상오리 삼송점,2026-02,진관동,4982700,147
상상오리 상봉점,2025-09,공릉동,1694200,53
상상오리 상봉점,2025-09,답십리동,1354500,42
상상오리 상봉점,2025-09,망우동,13003500,377
상상오리 상봉점,2025-09,면목동,35711000,1063
상상오리 상봉점,2025-09,면목본동,73800,2
상상오리 상봉점,2025-09,묵동,5493800,159
상상오리 상봉점,2025-09,상봉동,20699800,596
상상오리 상봉점,2025-09,상월곡동,88000,4
상상오리 상봉점,2025-09,석관동,2715000,79
상상오리 상봉점,2025-09,신내동,8231400,233
상상오리 상봉점,2025-09,용답동,477000,12
상상오리 상봉점,2025-09,용두동,66000,3
상상오리 상봉점,2025-09,월계동,801000,24
상상오리 상봉점,2025-09,이문동,5801900,163
상상오리 상봉점,2025-09,장안동,3901900,109
상상오리 상봉점,2025-09,장위동,1180000,33
상상오리 상봉점,2025-09,전농동,2250900,47
상상오리 상봉점,2025-09,제기동,308000,11
상상오리 상봉점,2025-09,중곡동,3333300,101
상상오리 상봉점,2025-09,중화동,15945100,449
상상오리 상봉점,2025-09,청량리동,619500,15
상상오리 상봉점,2025-09,하월곡동,368000,13
상상오리 상봉점,2025-09,회기동,1830800,54
상상오리 상봉점,2025-09,휘경동,7277300,195
상상오리 상봉점,2025-10,공릉동,3006900,102
상상오리 상봉점,2025-10,교문동,258000,7
상상오리 상봉점,2025-10,답십리동,636000,19
상상오리 상봉점,2025-10,망우동,14528200,423
상상오리 상봉점,2025-10,면목2동,51800,2
상상오리 상봉점,2025-10,면목동,39897100,1160
상상오리 상봉점,2025-10,면목본동,73800,2
상상오리 상봉점,2025-10,면목제2동,73800,2
상상오리 상봉점,2025-10,면목제7동,73800,2
상상오리 상봉점,2025-10,묵동,6573000,194
상상오리 상봉점,2025-10,상봉2동,47800,2
상상오리 상봉점,2025-10,상봉동,19365100,555
상상오리 상봉점,2025-10,상봉제2동,75800,2
상상오리 상봉점,2025-10,석관동,2427400,58
상상오리 상봉점,2025-10,신내동,9546800,285
상상오리 상봉점,2025-10,용답동,278700,11
상상오리 상봉점,2025-10,용두동,306500,8
상상오리 상봉점,2025-10,월계동,476500,16
상상오리 상봉점,2025-10,이문동,6049800,166
상상오리 상봉점,2025-10,장안동,5716900,169
상상오리 상봉점,2025-10,장위동,668500,16
상상오리 상봉점,2025-10,전농동,1623500,50
상상오리 상봉점,2025-10,제기동,561000,21
상상오리 상봉점,2025-10,중곡동,2916700,84
상상오리 상봉점,2025-10,중화동,12688600,357
상상오리 상봉점,2025-10,청량리동,1015500,25
상상오리 상봉점,2025-10,하월곡동,661400,21
상상오리 상봉점,2025-10,회기동,3912200,101
상상오리 상봉점,2025-10,휘경동,8181200,252
상상오리 상봉점,2025-11,공릉동,2486900,74
상상오리 상봉점,2025-11,교문동,136000,4
상상오리 상봉점,2025-11,답십리동,3080600,91
상상오리 상봉점,2025-11,망우동,13867000,405
상상오리 상봉점,2025-11,면목동,41158200,1197
상상오리 상봉점,2025-11,면목제2동,46000,2
상상오리 상봉점,2025-11,묵동,7761100,230
상상오리 상봉점,2025-11,상봉2동,64000,2
상상오리 상봉점,2025-11,상봉동,24118000,713
상상오리 상봉점,2025-11,상월곡동,291000,10
상상오리 상봉점,2025-11,석관동,4186600,114
상상오리 상봉점,2025-11,신내동,7960700,253
상상오리 상봉점,2025-11,아천동,165000,5
상상오리 상봉점,2025-11,용답동,133000,5
상상오리 상봉점,2025-11,용두동,377600,12
상상오리 상봉점,2025-11,월계동,1028200,42
상상오리 상봉점,2025-11,이문동,9744700,268
상상오리 상봉점,2025-11,장안동,4652200,144
상상오리 상봉점,2025-11,장위동,1855500,58
상상오리 상봉점,2025-11,전농동,3364900,106
상상오리 상봉점,2025-11,제기동,58000,2
상상오리 상봉점,2025-11,종암동,488800,16
상상오리 상봉점,2025-11,중곡동,3206500,86
상상오리 상봉점,2025-11,중화동,13500200,378
상상오리 상봉점,2025-11,청량리동,1746000,36
상상오리 상봉점,2025-11,하월곡동,991000,23
상상오리 상봉점,2025-11,회기동,5630600,121
상상오리 상봉점,2025-11,휘경동,6814700,218
상상오리 상봉점,2025-12,공릉동,5192400,152
상상오리 상봉점,2025-12,교문동,96000,4
상상오리 상봉점,2025-12,군자동,90000,3
상상오리 상봉점,2025-12,답십리동,2133300,61
상상오리 상봉점,2025-12,망우동,17409400,491
상상오리 상봉점,2025-12,면목동,42352900,1268
상상오리 상봉점,2025-12,묵동,7285600,241
상상오리 상봉점,2025-12,상봉동,22386400,690
상상오리 상봉점,2025-12,상월곡동,1250200,29
상상오리 상봉점,2025-12,석관동,2028100,64
상상오리 상봉점,2025-12,신내동,11219200,308
상상오리 상봉점,2025-12,용답동,926100,31
상상오리 상봉점,2025-12,용두동,384100,14
상상오리 상봉점,2025-12,월계동,1284000,42
상상오리 상봉점,2025-12,이문동,8626000,271
상상오리 상봉점,2025-12,장안동,4789600,150
상상오리 상봉점,2025-12,장위동,2932900,84
상상오리 상봉점,2025-12,전농동,2948600,79
상상오리 상봉점,2025-12,제기동,154500,5
상상오리 상봉점,2025-12,종암동,207600,8
상상오리 상봉점,2025-12,중곡동,3687600,118
상상오리 상봉점,2025-12,중화동,16248400,430
상상오리 상봉점,2025-12,청량리동,719100,23
상상오리 상봉점,2025-12,하월곡동,862300,22
상상오리 상봉점,2025-12,회기동,7107300,143
상상오리 상봉점,2025-12,휘경동,11136000,339
상상오리 상봉점,2026-01,공릉동,2410100,70
상상오리 상봉점,2026-01,군자동,80000,4
상상오리 상봉점,2026-01,답십리동,1726100,54
상상오리 상봉점,2026-01,망우동,19090700,523
상상오리 상봉점,2026-01,면목동,51567500,1369
상상오리 상봉점,2026-01,묵동,12796900,349
상상오리 상봉점,2026-01,상봉동,24166300,719
상상오리 상봉점,2026-01,상월곡동,268000,8
상상오리 상봉점,2026-01,석관동,4110000,133
상상오리 상봉점,2026-01,신내동,11441300,312
상상오리 상봉점,2026-01,용답동,532500,20
상상오리 상봉점,2026-01,용두동,138000,3
상상오리 상봉점,2026-01,월계동,904000,30
상상오리 상봉점,2026-01,이문동,8387500,270
상상오리 상봉점,2026-01,장안동,5553500,159
상상오리 상봉점,2026-01,장위동,2795000,67
상상오리 상봉점,2026-01,전농동,3181600,103
상상오리 상봉점,2026-01,제기동,445000,5
상상오리 상봉점,2026-01,종암동,136000,4
상상오리 상봉점,2026-01,중곡동,3510600,110
상상오리 상봉점,2026-01,중화동,13671600,372
상상오리 상봉점,2026-01,청량리동,386600,13
상상오리 상봉점,2026-01,하월곡동,509500,16
상상오리 상봉점,2026-01,회기동,3210700,83
상상오리 상봉점,2026-01,휘경동,8262700,255
상상오리 상봉점,2026-02,공릉동,2101300,52
상상오리 상봉점,2026-02,답십리동,1088500,34
상상오리 상봉점,2026-02,망우동,15782100,427
상상오리 상봉점,2026-02,면목동,36752100,1037
상상오리 상봉점,2026-02,묵동,6555500,179
상상오리 상봉점,2026-02,상봉동,18784800,572
상상오리 상봉점,2026-02,상월곡동,168000,4
상상오리 상봉점,2026-02,석관동,2289900,73
상상오리 상봉점,2026-02,신내동,5288100,153
상상오리 상봉점,2026-02,아천동,225000,5
상상오리 상봉점,2026-02,용답동,993000,30
상상오리 상봉점,2026-02,월계동,1066600,28
상상오리 상봉점,2026-02,이문동,5689700,169
상상오리 상봉점,2026-02,장안동,2491100,72
상상오리 상봉점,2026-02,장위동,1088000,37
상상오리 상봉점,2026-02,전농동,1150500,35
상상오리 상봉점,2026-02,제기동,774000,18
상상오리 상봉점,2026-02,종암동,3333800,26
상상오리 상봉점,2026-02,중곡동,3712800,87
상상오리 상봉점,2026-02,중화동,11679300,328
상상오리 상봉점,2026-02,청량리동,999000,30
상상오리 상봉점,2026-02,하월곡동,150000,6
상상오리 상봉점,2026-02,회기동,850300,21
상상오리 상봉점,2026-02,휘경동,5776500,169
상상오리 서면점,2025-09,가야동,6639400,159
상상오리 서면점,2025-09,개금동,5046200,115
상상오리 서면점,2025-09,거제동,8240000,195
상상오리 서면점,2025-09,광안동,548500,27
상상오리 서면점,2025-09,당감동,7809800,201
상상오리 서면점,2025-09,대연동,12638900,325
상상오리 서면점,2025-09,망미동,643300,17
상상오리 서면점,2025-09,문현동,19743400,509
상상오리 서면점,2025-09,범일동,9954800,244
상상오리 서면점,2025-09,범전동,1633500,45
상상오리 서면점,2025-09,범천동,28430100,724
상상오리 서면점,2025-09,부암동,14361200,365
상상오리 서면점,2025-09,부전동,45768900,1123
상상오리 서면점,2025-09,사직동,432000,10
상상오리 서면점,2025-09,수정동,1230500,34
상상오리 서면점,2025-09,양정동,16114000,410
상상오리 서면점,2025-09,연산동,19796400,536
상상오리 서면점,2025-09,연지동,4003200,105
상상오리 서면점,2025-09,우암동,2516300,61
상상오리 서면점,2025-09,전포동,37113600,1016
상상오리 서면점,2025-09,좌천동,2112200,55
상상오리 서면점,2025-09,주례동,537200,12
상상오리 서면점,2025-09,초읍동,3183500,86
상상오리 서면점,2025-10,가야동,5647200,125
상상오리 서면점,2025-10,개금동,7442300,141
상상오리 서면점,2025-10,거제동,6680900,153
상상오리 서면점,2025-10,광안동,828200,22
상상오리 서면점,2025-10,남천동,214500,5
상상오리 서면점,2025-10,당감동,5715800,158
상상오리 서면점,2025-10,대연동,10279100,258
상상오리 서면점,2025-10,망미동,715400,21
상상오리 서면점,2025-10,문현동,17804300,474
상상오리 서면점,2025-10,범일동,12307600,314
상상오리 서면점,2025-10,범전동,1221000,35
상상오리 서면점,2025-10,범천동,24337000,672
상상오리 서면점,2025-10,부암동,13724700,328
상상오리 서면점,2025-10,부전동,50000800,1261
상상오리 서면점,2025-10,수정동,1049300,25
상상오리 서면점,2025-10,양정동,16397900,442
상상오리 서면점,2025-10,연산동,12133700,323
상상오리 서면점,2025-10,연지동,7283800,171
상상오리 서면점,2025-10,우암동,1871900,38
상상오리 서면점,2025-10,전포동,43192100,1158
상상오리 서면점,2025-10,좌천동,2561900,66
상상오리 서면점,2025-10,주례동,192000,5
상상오리 서면점,2025-10,초읍동,4649300,115
상상오리 서면점,2025-11,가야동,7413100,166
상상오리 서면점,2025-11,개금동,3856400,84
상상오리 서면점,2025-11,거제동,2809900,77
상상오리 서면점,2025-11,남천동,203400,6
상상오리 서면점,2025-11,당감동,6410800,170
상상오리 서면점,2025-11,대연동,7411600,204
상상오리 서면점,2025-11,망미동,919100,17
상상오리 서면점,2025-11,문현동,12500600,336
상상오리 서면점,2025-11,범일동,9584000,244
상상오리 서면점,2025-11,범전동,779900,24
상상오리 서면점,2025-11,범천동,25579500,658
상상오리 서면점,2025-11,부암동,9662800,257
상상오리 서면점,2025-11,부전동,41653900,1109
상상오리 서면점,2025-11,수정동,1567100,33
상상오리 서면점,2025-11,양정동,15856500,418
상상오리 서면점,2025-11,연산동,6968200,175
상상오리 서면점,2025-11,연지동,3024500,83
상상오리 서면점,2025-11,우암동,1688300,42
상상오리 서면점,2025-11,전포동,37362600,1007
상상오리 서면점,2025-11,좌천동,1643800,46
상상오리 서면점,2025-11,초읍동,4013500,95
상상오리 서면점,2025-12,가야동,5829500,135
상상오리 서면점,2025-12,개금동,2738000,67
상상오리 서면점,2025-12,거제동,4177700,107
상상오리 서면점,2025-12,광안동,491100,13
상상오리 서면점,2025-12,당감동,8020900,234
상상오리 서면점,2025-12,대연동,12661300,355
상상오리 서면점,2025-12,망미동,314000,10
상상오리 서면점,2025-12,문현동,19322600,568
상상오리 서면점,2025-12,범일동,9716800,260
상상오리 서면점,2025-12,범전동,1897000,54
상상오리 서면점,2025-12,범천동,21896600,676
상상오리 서면점,2025-12,부암동,15161500,425
상상오리 서면점,2025-12,부전동,56548200,1636
상상오리 서면점,2025-12,수정동,1856600,45
상상오리 서면점,2025-12,양정동,17245300,515
상상오리 서면점,2025-12,연산동,9131400,256
상상오리 서면점,2025-12,연지동,4683500,135
상상오리 서면점,2025-12,우암동,667500,15
상상오리 서면점,2025-12,전포동,50712900,1636
상상오리 서면점,2025-12,좌천동,2525900,61
상상오리 서면점,2025-12,주례동,76600,2
상상오리 서면점,2025-12,초읍동,2597700,65
상상오리 서면점,2026-01,가야동,8632600,185
상상오리 서면점,2026-01,개금동,2283200,61
상상오리 서면점,2026-01,거제동,3095500,73
상상오리 서면점,2026-01,광안동,274400,7
상상오리 서면점,2026-01,당감동,9551000,267
상상오리 서면점,2026-01,대연동,11606800,327
상상오리 서면점,2026-01,망미동,164500,5
상상오리 서면점,2026-01,문현동,18495500,608
상상오리 서면점,2026-01,범일동,7984300,221
상상오리 서면점,2026-01,범전동,2954200,97
상상오리 서면점,2026-01,범천동,29741000,990
상상오리 서면점,2026-01,부암동,11678500,347
상상오리 서면점,2026-01,부전동,64189600,1986
상상오리 서면점,2026-01,수정동,1973900,37
상상오리 서면점,2026-01,양정동,12917800,417
상상오리 서면점,2026-01,연산동,9754800,284
상상오리 서면점,2026-01,연지동,6310400,167
상상오리 서면점,2026-01,우암동,3028900,78
상상오리 서면점,2026-01,전포동,58257400,2010
상상오리 서면점,2026-01,좌천동,2421800,56
상상오리 서면점,2026-01,초읍동,1134400,29
상상오리 서면점,2026-02,가야동,5606400,114
상상오리 서면점,2026-02,개금동,2038800,57
상상오리 서면점,2026-02,거제동,2195100,50
상상오리 서면점,2026-02,광안동,206400,6
상상오리 서면점,2026-02,당감동,6418700,167
상상오리 서면점,2026-02,대연동,6365800,195
상상오리 서면점,2026-02,문현동,14122300,445
상상오리 서면점,2026-02,범일동,7601000,199
상상오리 서면점,2026-02,범전동,719700,32
상상오리 서면점,2026-02,범천동,21846900,719
상상오리 서면점,2026-02,부암동,7233600,203
상상오리 서면점,2026-02,부전동,47141700,1404
상상오리 서면점,2026-02,수정동,632600,21
상상오리 서면점,2026-02,양정동,13764100,382
상상오리 서면점,2026-02,연산동,7181400,211
상상오리 서면점,2026-02,연지동,3812600,114
상상오리 서면점,2026-02,우암동,2443000,65
상상오리 서면점,2026-02,전포동,42071700,1582
상상오리 서면점,2026-02,좌천동,1743600,59
상상오리 서면점,2026-02,초읍동,4555500,92
상상오리 서산점,2025-09,갈산동,1126200,30
상상오리 서산점,2025-09,동문동,16500420,510
상상오리 서산점,2025-09,석남동,5146910,162
상상오리 서산점,2025-09,석림동,11450970,350
상상오리 서산점,2025-09,성연면,6500630,165
상상오리 서산점,2025-09,수석동,1754800,32
상상오리 서산점,2025-09,양대동,319500,9
상상오리 서산점,2025-09,예천동,23081680,657
상상오리 서산점,2025-09,오남동,261900,6
상상오리 서산점,2025-09,음암면,1934900,55
상상오리 서산점,2025-09,읍내동,20367080,616
상상오리 서산점,2025-09,인지면,3667500,92
상상오리 서산점,2025-09,잠홍동,792020,16
상상오리 서산점,2025-09,죽성동,575000,20
상상오리 서산점,2025-10,갈산동,1336530,41
상상오리 서산점,2025-10,동문2동,53800,2
상상오리 서산점,2025-10,동문동,24438700,709
상상오리 서산점,2025-10,부춘동,119700,3
상상오리 서산점,2025-10,석남동,6791120,210
상상오리 서산점,2025-10,석림동,13763690,414
상상오리 서산점,2025-10,성연면,2710000,62
상상오리 서산점,2025-10,수석동,581800,19
상상오리 서산점,2025-10,양대동,394500,9
상상오리 서산점,2025-10,예천동,24289560,714
상상오리 서산점,2025-10,오남동,431400,10
상상오리 서산점,2025-10,음암면,1038000,31
상상오리 서산점,2025-10,읍내동,26789090,778
상상오리 서산점,2025-10,인지면,3001020,76
상상오리 서산점,2025-10,잠홍동,607610,13
상상오리 서산점,2025-10,죽성동,504600,14
상상오리 서산점,2025-11,갈산동,1305600,26
상상오리 서산점,2025-11,동문1동,258400,5
상상오리 서산점,2025-11,동문동,19287110,557
상상오리 서산점,2025-11,부춘동,84000,2
상상오리 서산점,2025-11,석남동,8536710,237
상상오리 서산점,2025-11,석림동,15256990,459
상상오리 서산점,2025-11,성연면,2024300,50
상상오리 서산점,2025-11,수석동,495500,14
상상오리 서산점,2025-11,양대동,137500,5
상상오리 서산점,2025-11,예천동,22938320,652
상상오리 서산점,2025-11,음암면,956200,25
상상오리 서산점,2025-11,읍내동,19157390,563
상상오리 서산점,2025-11,인지면,2373210,63
상상오리 서산점,2025-11,잠홍동,214400,8
상상오리 서산점,2025-11,죽성동,647500,20
상상오리 서산점,2025-11,팔봉면,200000,5
상상오리 서산점,2025-12,갈산동,86400,4
상상오리 서산점,2025-12,동문동,16301420,489
상상오리 서산점,2025-12,석남동,4977700,150
상상오리 서산점,2025-12,석림동,16161240,486
상상오리 서산점,2025-12,성연면,2445100,58
상상오리 서산점,2025-12,수석동,471000,12
상상오리 서산점,2025-12,양대동,67000,2
상상오리 서산점,2025-12,예천동,24776890,706
상상오리 서산점,2025-12,음암면,816500,22
상상오리 서산점,2025-12,읍내동,18695430,581
상상오리 서산점,2025-12,인지면,1721100,50
상상오리 서산점,2025-12,잠홍동,690140,21
상상오리 서산점,2025-12,죽성동,1063100,34
상상오리 서산점,2025-12,팔봉면,123000,3
상상오리 서산점,2026-01,갈산동,1864550,51
상상오리 서산점,2026-01,동문동,25843620,886
상상오리 서산점,2026-01,석남동,11185320,380
상상오리 서산점,2026-01,석림동,16632680,563
상상오리 서산점,2026-01,성연면,3329900,72
상상오리 서산점,2026-01,수석동,765200,25
상상오리 서산점,2026-01,예천동,25151310,868
상상오리 서산점,2026-01,오남동,316100,9
상상오리 서산점,2026-01,음암면,1571100,42
상상오리 서산점,2026-01,읍내동,26801740,936
상상오리 서산점,2026-01,인지면,2896200,58
상상오리 서산점,2026-01,잠홍동,865900,18
상상오리 서산점,2026-01,죽성동,447000,15
상상오리 서산점,2026-02,갈산동,1645500,36
상상오리 서산점,2026-02,동문동,19521600,718
상상오리 서산점,2026-02,석남동,9059200,316
상상오리 서산점,2026-02,석림동,14955900,520
상상오리 서산점,2026-02,성연면,973800,22
상상오리 서산점,2026-02,수석동,777200,18
상상오리 서산점,2026-02,양대동,60000,5
상상오리 서산점,2026-02,예천동,19791300,615
상상오리 서산점,2026-02,오남동,133200,4
상상오리 서산점,2026-02,음암면,667200,17
상상오리 서산점,2026-02,읍내동,20044500,757
상상오리 서산점,2026-02,인지면,2346600,60
상상오리 서산점,2026-02,잠홍동,496500,12
상상오리 서산점,2026-02,죽성동,72000,2
상상오리 성남점,2025-09,고등동,1232200,33
상상오리 성남점,2025-09,금광동,9028000,206
상상오리 성남점,2025-09,단대동,2431000,64
상상오리 성남점,2025-09,도촌동,2542900,64
상상오리 성남점,2025-09,복정동,5185700,124
상상오리 성남점,2025-09,사송동,446600,12
상상오리 성남점,2025-09,산성동,397300,26
상상오리 성남점,2025-09,상대원동,9416000,249
상상오리 성남점,2025-09,성남동,26852400,684
상상오리 성남점,2025-09,수진동,7381200,185
상상오리 성남점,2025-09,신흥동,22925100,568
상상오리 성남점,2025-09,심곡동,179500,5
상상오리 성남점,2025-09,야탑동,11274700,248
상상오리 성남점,2025-09,양지동,1932300,47
상상오리 성남점,2025-09,여수동,2375900,64
상상오리 성남점,2025-09,오야동,177000,5
상상오리 성남점,2025-09,은행동,3477400,89
상상오리 성남점,2025-09,중앙동,8179200,185
상상오리 성남점,2025-09,창곡동,2201000,60
상상오리 성남점,2025-09,태평동,17602800,450
상상오리 성남점,2025-09,하대원동,6076600,128
상상오리 성남점,2025-10,고등동,703400,20
상상오리 성남점,2025-10,금광1동,67600,2
상상오리 성남점,2025-10,금광동,7687400,208
상상오리 성남점,2025-10,단대동,3476200,94
상상오리 성남점,2025-10,도촌동,2874100,50
상상오리 성남점,2025-10,복정동,5334300,150
상상오리 성남점,2025-10,산성동,299200,8
상상오리 성남점,2025-10,상대원동,9555500,238
상상오리 성남점,2025-10,성남동,22380100,578
상상오리 성남점,2025-10,수진2동,282400,8
상상오리 성남점,2025-10,수진동,8758900,227
상상오리 성남점,2025-10,신흥1동,325400,8
상상오리 성남점,2025-10,신흥2동,214800,6
상상오리 성남점,2025-10,신흥3동,139200,4
상상오리 성남점,2025-10,신흥동,18923900,484
상상오리 성남점,2025-10,심곡동,154500,5
상상오리 성남점,2025-10,야탑동,6947800,191
상상오리 성남점,2025-10,양지동,2019000,53
상상오리 성남점,2025-10,여수동,1452200,39
상상오리 성남점,2025-10,은행동,4206400,110
상상오리 성남점,2025-10,중앙동,3823100,104
상상오리 성남점,2025-10,창곡동,2497400,65
상상오리 성남점,2025-10,태평1동,290400,8
상상오리 성남점,2025-10,태평3동,71600,2
상상오리 성남점,2025-10,태평4동,163200,4
상상오리 성남점,2025-10,태평동,10892900,304
상상오리 성남점,2025-10,하대원동,5841900,153
상상오리 성남점,2025-11,고등동,1534200,33
상상오리 성남점,2025-11,금광동,15919100,603
상상오리 성남점,2025-11,단대동,3599700,129
상상오리 성남점,2025-11,도촌동,2605300,94
상상오리 성남점,2025-11,복정동,10192400,454
상상오리 성남점,2025-11,산성동,1498200,56
상상오리 성남점,2025-11,상대원동,20121100,655
상상오리 성남점,2025-11,성남동,38352300,1568
상상오리 성남점,2025-11,수진2동,65800,2
상상오리 성남점,2025-11,수진동,12830200,469
상상오리 성남점,2025-11,신흥1동,155600,4
상상오리 성남점,2025-11,신흥2동,65800,2
상상오리 성남점,2025-11,신흥3동,65800,2
상상오리 성남점,2025-11,신흥동,27551600,1116
상상오리 성남점,2025-11,심곡동,1093300,27
상상오리 성남점,2025-11,야탑동,7995300,242
상상오리 성남점,2025-11,양지동,4002700,128
상상오리 성남점,2025-11,여수동,1934000,74
상상오리 성남점,2025-11,오야동,154500,5
상상오리 성남점,2025-11,은행동,8406200,312
상상오리 성남점,2025-11,중앙동,5557900,192
상상오리 성남점,2025-11,창곡동,1216000,44
상상오리 성남점,2025-11,태평1동,135600,4
상상오리 성남점,2025-11,태평4동,85800,2
상상오리 성남점,2025-11,태평동,26219500,1067
상상오리 성남점,2025-11,하대원동,8370000,344
상상오리 성남점,2025-12,고등동,1458800,45
상상오리 성남점,2025-12,금광동,15711600,478
상상오리 성남점,2025-12,단대동,2245900,86
상상오리 성남점,2025-12,도촌동,2245800,58
상상오리 성남점,2025-12,복정동,9153800,354
상상오리 성남점,2025-12,산성동,864600,33
상상오리 성남점,2025-12,상대원동,22884300,785
상상오리 성남점,2025-12,성남동,36393500,1385
상상오리 성남점,2025-12,수진동,11462600,518
상상오리 성남점,2025-12,신촌동,310100,7
상상오리 성남점,2025-12,신흥동,34255900,1226
상상오리 성남점,2025-12,심곡동,668000,10
상상오리 성남점,2025-12,야탑동,9032400,248
상상오리 성남점,2025-12,양지동,3166400,118
상상오리 성남점,2025-12,여수동,2447400,82
상상오리 성남점,2025-12,오야동,154500,5
상상오리 성남점,2025-12,은행동,7977900,248
상상오리 성남점,2025-12,중앙동,7037900,269
상상오리 성남점,2025-12,창곡동,2271500,72
상상오리 성남점,2025-12,태평동,27709800,1126
상상오리 성남점,2025-12,하대원동,7312600,235
상상오리 성남점,2025-12,학암동,292800,8
상상오리 성남점,2026-01,고등동,1326300,39
상상오리 성남점,2026-01,금광동,15261700,492
상상오리 성남점,2026-01,단대동,5723400,157
상상오리 성남점,2026-01,도촌동,1958900,41
상상오리 성남점,2026-01,복정동,7832500,296
상상오리 성남점,2026-01,산성동,1442900,39
상상오리 성남점,2026-01,상대원동,18453200,542
상상오리 성남점,2026-01,성남동,42264200,1568
상상오리 성남점,2026-01,수진동,17157500,663
상상오리 성남점,2026-01,신촌동,484200,14
상상오리 성남점,2026-01,신흥동,38833800,1491
상상오리 성남점,2026-01,심곡동,375200,8
상상오리 성남점,2026-01,야탑동,7111100,221
상상오리 성남점,2026-01,양지동,2213100,71
상상오리 성남점,2026-01,여수동,2662600,70
상상오리 성남점,2026-01,은행동,7294700,212
상상오리 성남점,2026-01,중앙동,8610000,290
상상오리 성남점,2026-01,창곡동,2197800,69
상상오리 성남점,2026-01,태평동,32396300,1159
상상오리 성남점,2026-01,하대원동,10534800,345
상상오리 성남점,2026-02,고등동,469000,14
상상오리 성남점,2026-02,금광동,7593400,246
상상오리 성남점,2026-02,단대동,2711000,82
상상오리 성남점,2026-02,도촌동,1566300,46
상상오리 성남점,2026-02,복정동,4621100,176
상상오리 성남점,2026-02,산성동,664300,17
상상오리 성남점,2026-02,상대원동,12804900,372
상상오리 성남점,2026-02,성남동,31798900,1171
상상오리 성남점,2026-02,수진동,12933500,468
상상오리 성남점,2026-02,신흥동,23047600,854
상상오리 성남점,2026-02,야탑동,5371300,147
상상오리 성남점,2026-02,양지동,526000,13
상상오리 성남점,2026-02,여수동,1852000,55
상상오리 성남점,2026-02,은행동,4531500,117
상상오리 성남점,2026-02,중앙동,4613900,194
상상오리 성남점,2026-02,창곡동,1305400,66
상상오리 성남점,2026-02,태평동,20294100,728
상상오리 성남점,2026-02,하대원동,6727100,244
상상오리 성신여대점,2025-09,가회동,131600,4
상상오리 성신여대점,2025-09,공평동,387000,10
상상오리 성신여대점,2025-09,길음동,7068900,177
상상오리 성신여대점,2025-09,돈암동,4757400,132
상상오리 성신여대점,2025-09,동숭동,3016800,72
상상오리 성신여대점,2025-09,미아동,7933500,189
상상오리 성신여대점,2025-09,삼청동,702000,5
