매장명,상점번호,계정ID,조회월,날짜,광고지출,노출수,클릭수,주문수,주문금액,광고효과(%)
상상오리 봉담점,14807614,sk2927,2025-12,12.22,49059,4771,69,16,617600,11.81배
상상오리 봉담점,14807614,sk2927,2025-12,12.23,51192,3998,72,11,459300,8.41배
상상오리 봉담점,14807614,sk2927,2025-12,12.24,46926,3269,66,11,449200,9.23배
상상오리 봉담점,14807614,sk2927,2025-12,12.25,56880,3588,80,9,292900,4.72배
상상오리 봉담점,14807614,sk2927,2025-12,12.26,46926,3430,66,8,291400,5.56배
상상오리 봉담점,14807614,sk2927,2025-12,12.27,62568,6925,88,12,446600,6.42배
상상오리 봉담점,14807614,sk2927,2025-12,12.28,63990,7599,90,9,280800,4.01배
상상오리 봉담점,14807614,sk2927,2025-12,12.29,40527,5786,57,5,168900,3.88배
상상오리 봉담점,14807614,sk2927,2025-12,12.30,40527,5138,57,3,107100,1.9배
상상오리 봉담점,14807614,sk2927,2025-12,12.31,76077,7787,107,23,827400,10.17배
상상오리 봉담점,14807614,sk2927,2026-01,1.1,63279,5902,89,9,363600,5.39배
상상오리 봉담점,14807614,sk2927,2026-01,1.2,50481,4365,71,10,357600,6.41배
상상오리 봉담점,14807614,sk2927,2026-01,1.3,51903,4246,73,9,322000,5.61배
상상오리 봉담점,14807614,sk2927,2026-01,1.4,49770,3430,70,18,649800,11.93배
상상오리 봉담점,14807614,sk2927,2026-01,1.5,40527,3282,57,14,473600,10.87배
상상오리 봉담점,14807614,sk2927,2026-01,1.6,48348,3344,68,10,323800,6.09배
상상오리 봉담점,14807614,sk2927,2026-01,1.7,46215,4029,65,10,321600,6.42배
상상오리 봉담점,14807614,sk2927,2026-01,1.8,57591,5439,81,11,390200,6.35배
상상오리 봉담점,14807614,sk2927,2026-01,1.9,59013,4487,83,14,485700,7.6배
상상오리 봉담점,14807614,sk2927,2026-01,1.10,51903,5118,73,10,347700,6.21배
상상오리 봉담점,14807614,sk2927,2026-01,1.11,70389,6115,99,13,429700,5.5배
상상오리 봉담점,14807614,sk2927,2026-01,1.12,53325,5737,75,9,300900,5.07배
상상오리 봉담점,14807614,sk2927,2026-01,1.13,39816,4558,56,8,309900,7.36배
상상오리 봉담점,14807614,sk2927,2026-01,1.14,50481,5912,71,5,187800,3.59배
상상오리 봉담점,14807614,sk2927,2026-01,1.15,51192,6003,72,9,335900,5.99배
상상오리 봉담점,14807614,sk2927,2026-01,1.16,57591,6180,81,16,553200,8.74배
상상오리 봉담점,14807614,sk2927,2026-01,1.17,63279,8146,89,11,401000,5.88배
상상오리 봉담점,14807614,sk2927,2026-01,1.18,66834,7194,94,8,226000,3.09배
상상오리 봉담점,14807614,sk2927,2026-01,1.19,43371,5558,61,8,303700,6.45배
상상오리 봉담점,14807614,sk2927,2026-01,1.20,43371,4970,61,12,422500,8.91배
상상오리 봉담점,14807614,sk2927,2026-01,1.21,41238,5002,58,8,287100,6.36배
상상오리 봉담점,14807614,sk2927,2026-01,1.22,34839,4868,49,11,375400,9.93배
상상오리 봉담점,14807614,sk2927,2026-01,1.23,49059,4642,69,11,425600,7.9배
상상오리 봉담점,14807614,sk2927,2026-01,1.24,76077,6700,107,18,620400,7.69배
상상오리 봉담점,14807614,sk2927,2026-01,1.25,67545,7797,95,9,307900,3.91배
상상오리 봉담점,14807614,sk2927,2026-01,1.26,40527,4878,57,4,158500,4배
상상오리 봉담점,14807614,sk2927,2026-01,1.27,49770,5549,70,11,382200,6.88배
상상오리 봉담점,14807614,sk2927,2026-01,1.28,43371,5311,61,7,213900,4.28배
상상오리 봉담점,14807614,sk2927,2026-01,1.29,52614,4564,74,6,165900,2.78배
상상오리 봉담점,14807614,sk2927,2026-01,1.30,42660,6347,60,10,363600,7.88배
상상오리 봉담점,14807614,sk2927,2026-01,1.31,60435,8288,85,8,311900,4.84배
상상오리 봉담점,14807614,sk2927,2026-02,2.1,61857,6587,87,15,508000,7.38배
상상오리 봉담점,14807614,sk2927,2026-02,2.2,53325,4554,75,11,427000,7.63배
상상오리 봉담점,14807614,sk2927,2026-02,2.3,40527,5142,57,15,539800,12.91배
상상오리 봉담점,14807614,sk2927,2026-02,2.4,46926,4798,66,15,503000,10.05배
상상오리 봉담점,14807614,sk2927,2026-02,2.5,56880,4817,80,7,291500,4.75배
상상오리 봉담점,14807614,sk2927,2026-02,2.6,78921,6285,111,9,299400,3.38배
상상오리 봉담점,14807614,sk2927,2026-02,2.7,82476,9110,116,11,477500,5.29배
상상오리 봉담점,14807614,sk2927,2026-02,2.8,80343,9029,113,17,607600,6.8배
상상오리 봉담점,14807614,sk2927,2026-02,2.9,61857,7061,87,12,401400,5.76배
상상오리 봉담점,14807614,sk2927,2026-02,2.10,67545,7682,95,7,240200,3.29배
상상오리 봉담점,14807614,sk2927,2026-02,2.11,54747,6513,77,11,439200,7.58배
상상오리 봉담점,14807614,sk2927,2026-02,2.12,52614,6812,74,13,469300,7.98배
상상오리 봉담점,14807614,sk2927,2026-02,2.13,59724,6689,84,7,266100,4.17배
상상오리 봉담점,14807614,sk2927,2026-02,2.14,59724,6826,84,14,504600,7.84배
상상오리 봉담점,14807614,sk2927,2026-02,2.15,57591,6789,81,12,472900,7.8배
상상오리 봉담점,14807614,sk2927,2026-02,2.16,58302,8544,82,9,303400,4.77배
상상오리 봉담점,14807614,sk2927,2026-02,2.17,105939,12905,149,21,800400,6.86배
상상오리 봉담점,14807614,sk2927,2026-02,2.18,54747,8124,77,9,345200,5.81배
상상오리 봉담점,14807614,sk2927,2026-02,2.19,50481,5342,71,5,168800,2.97배
상상오리 봉담점,14807614,sk2927,2026-02,2.20,54036,5123,76,11,381700,6.49배
상상오리 봉담점,14807614,sk2927,2026-02,2.21,49059,6112,69,12,494900,9.5배
상상오리 봉담점,14807614,sk2927,2026-02,2.22,64701,6503,91,14,519300,7.35배
상상오리 봉담점,14807614,sk2927,2026-02,2.23,0,0,0,0,0,0배
상상오리 봉담점,14807614,sk2927,2026-02,2.24,0,0,0,0,0,0배
상상오리 봉담점,14807614,sk2927,2026-02,2.25,0,0,0,0,0,0배
상상오리 봉담점,14807614,sk2927,2026-02,2.26,0,0,0,0,0,0배
상상오리 봉담점,14807614,sk2927,2026-02,2.27,0,0,0,0,0,0배
상상오리 봉담점,14807614,sk2927,2026-02,2.28,0,0,0,0,0,0배
상상오리 봉천점,14179374,ssdk3,2025-09,9.1,82533,1878,123,21,842600,9.89배
상상오리 봉천점,14179374,ssdk3,2025-09,9.2,56364,1225,84,19,834500,14.36배
상상오리 봉천점,14179374,ssdk3,2025-09,9.3,59048,1065,88,17,699700,11.49배
상상오리 봉천점,14179374,ssdk3,2025-09,9.4,69113,2056,103,4,168400,2.34배
상상오리 봉천점,14179374,ssdk3,2025-09,9.5,66429,1956,99,19,762900,11.06배
상상오리 봉천점,14179374,ssdk3,2025-09,9.6,86559,3030,129,21,765800,8.51배
상상오리 봉천점,14179374,ssdk3,2025-09,9.7,64416,2371,96,19,768200,11.41배
상상오리 봉천점,14179374,ssdk3,2025-09,9.8,78507,2265,117,20,770200,9.53배
상상오리 봉천점,14179374,ssdk3,2025-09,9.9,66429,2302,99,20,822700,11.97배
상상오리 봉천점,14179374,ssdk3,2025-09,9.10,77836,2093,116,9,316000,3.92배
상상오리 봉천점,14179374,ssdk3,2025-09,9.11,69113,1939,103,13,541800,7.63배
상상오리 봉천점,14179374,ssdk3,2025-09,9.12,83204,2603,124,15,711100,8.36배
상상오리 봉천점,14179374,ssdk3,2025-09,9.13,71797,2717,107,13,480700,6.47배
상상오리 봉천점,14179374,ssdk3,2025-09,9.14,81191,2604,121,20,790700,9.39배
상상오리 봉천점,14179374,ssdk3,2025-09,9.15,73810,2561,110,14,540600,7.12배
상상오리 봉천점,14179374,ssdk3,2025-09,9.16,94502,3371,142,13,512900,10.17배
상상오리 봉천점,14179374,ssdk3,2025-09,9.17,65439,2591,99,12,700500,10.53배
상상오리 봉천점,14179374,ssdk3,2025-09,9.18,72710,2242,110,13,571400,7.55배
상상오리 봉천점,14179374,ssdk3,2025-09,9.19,79320,2989,120,21,766600,9.33배
상상오리 봉천점,14179374,ssdk3,2025-09,9.20,83947,3111,127,12,457600,5.18배
상상오리 봉천점,14179374,ssdk3,2025-09,9.21,70727,2872,107,15,552600,7.61배
상상오리 봉천점,14179374,ssdk3,2025-09,9.22,76015,2486,115,8,293600,3.77배
상상오리 봉천점,14179374,ssdk3,2025-09,9.23,75354,2727,114,12,541300,7.03배
상상오리 봉천점,14179374,ssdk3,2025-09,9.24,90557,4106,137,15,670700,7.21배
상상오리 봉천점,14179374,ssdk3,2025-09,9.25,73371,3020,111,16,602100,7.95배
상상오리 봉천점,14179374,ssdk3,2025-09,9.26,72049,3041,109,11,430900,5.67배
상상오리 봉천점,14179374,ssdk3,2025-09,9.27,107082,5424,162,27,1082200,9.83배
상상오리 봉천점,14179374,ssdk3,2025-09,9.28,119641,6775,181,25,940700,7.59배
상상오리 봉천점,14179374,ssdk3,2025-09,9.29,65439,2619,99,5,194900,2.9배
상상오리 봉천점,14179374,ssdk3,2025-09,9.30,54863,2383,83,17,663400,11.55배
상상오리 봉천점,14179374,ssdk3,2025-10,10.1,54863,2360,83,15,671400,11.88배
상상오리 봉천점,14179374,ssdk3,2025-10,10.2,57507,2449,87,21,796600,13.23배
상상오리 봉천점,14179374,ssdk3,2025-10,10.3,71388,2918,108,18,677700,9.12배
상상오리 봉천점,14179374,ssdk3,2025-10,10.4,48253,2136,73,8,300200,5.86배
상상오리 봉천점,14179374,ssdk3,2025-10,10.5,62134,2593,94,12,457000,6.8배
상상오리 봉천점,14179374,ssdk3,2025-10,10.6,143437,9442,217,14,643900,4.36배
상상오리 봉천점,14179374,ssdk3,2025-10,10.7,95845,5236,145,15,598400,6배
상상오리 봉천점,14179374,ssdk3,2025-10,10.8,72710,3050,110,15,596000,7.91배
상상오리 봉천점,14179374,ssdk3,2025-10,10.9,71388,2481,108,16,632100,8.41배
상상오리 봉천점,14179374,ssdk3,2025-10,10.10,61473,2759,93,16,649200,10.11배
상상오리 봉천점,14179374,ssdk3,2025-10,10.11,97167,3814,147,12,424800,4.2배
상상오리 봉천점,14179374,ssdk3,2025-10,10.12,77998,3086,118,21,829400,10.28배
상상오리 봉천점,14179374,ssdk3,2025-10,10.13,71388,2455,108,9,334700,4.55배
상상오리 봉천점,14179374,ssdk3,2025-10,10.14,61473,1723,93,11,426700,6.65배
상상오리 봉천점,14179374,ssdk3,2025-10,10.15,71388,2113,108,10,397300,5.34배
상상오리 봉천점,14179374,ssdk3,2025-10,10.16,53541,1677,81,8,479100,8.82배
상상오리 봉천점,14179374,ssdk3,2025-10,10.17,68744,2146,104,16,634600,8.5배
상상오리 봉천점,14179374,ssdk3,2025-10,10.18,49575,2038,75,10,395800,7.52배
상상오리 봉천점,14179374,ssdk3,2025-10,10.19,51558,2213,78,11,406900,7.59배
상상오리 봉천점,14179374,ssdk3,2025-10,10.20,46931,1829,71,9,338800,6.87배
상상오리 봉천점,14179374,ssdk3,2025-10,10.21,53541,1825,81,12,646600,11.79배
상상오리 봉천점,14179374,ssdk3,2025-10,10.22,48914,1708,74,14,548900,10.64배
상상오리 봉천점,14179374,ssdk3,2025-10,10.23,33711,1208,51,7,257500,7.28배
상상오리 봉천점,14179374,ssdk3,2025-10,10.24,26440,1343,40,12,454100,16.28배
상상오리 봉천점,14179374,ssdk3,2025-10,10.25,44287,1903,67,11,468400,10.1배
상상오리 봉천점,14179374,ssdk3,2025-10,10.26,60812,1941,92,16,582400,9.07배
상상오리 봉천점,14179374,ssdk3,2025-10,10.27,48914,1871,74,7,256600,4.99배
상상오리 봉천점,14179374,ssdk3,2025-10,10.28,54863,1721,83,17,815500,14.22배
상상오리 봉천점,14179374,ssdk3,2025-10,10.29,61473,1784,93,9,360000,5.55배
상상오리 봉천점,14179374,ssdk3,2025-10,10.30,50897,1583,77,14,684900,13.04배
상상오리 봉천점,14179374,ssdk3,2025-10,10.31,46270,1501,70,8,293200,6.07배
상상오리 봉천점,14179374,ssdk3,2025-11,11.1,53541,2442,81,15,582200,9.98배
상상오리 봉천점,14179374,ssdk3,2025-11,11.2,64778,3118,98,11,443400,6.35배
상상오리 봉천점,14179374,ssdk3,2025-11,11.3,48253,1968,73,11,399400,7.43배
상상오리 봉천점,14179374,ssdk3,2025-11,11.4,38338,2036,58,17,609200,14.1배
상상오리 봉천점,14179374,ssdk3,2025-11,11.5,29084,2117,44,11,475900,15.02배
상상오리 봉천점,14179374,ssdk3,2025-11,11.6,36355,1806,55,9,399000,9.9배
상상오리 봉천점,14179374,ssdk3,2025-11,11.7,42965,1829,65,18,821100,17.97배
상상오리 봉천점,14179374,ssdk3,2025-11,11.8,57507,2164,87,14,542700,8.67배
상상오리 봉천점,14179374,ssdk3,2025-11,11.9,50897,2516,77,10,433400,7.79배
상상오리 봉천점,14179374,ssdk3,2025-11,11.10,35033,1735,53,10,367800,9.58배
상상오리 봉천점,14179374,ssdk3,2025-11,11.11,36355,1505,55,13,538100,13.15배
상상오리 봉천점,14179374,ssdk3,2025-11,11.12,27762,1629,42,5,174100,5.04배
상상오리 봉천점,14179374,ssdk3,2025-11,11.13,38999,1429,59,7,263400,5.44배
상상오리 봉천점,14179374,ssdk3,2025-11,11.14,37677,1522,57,11,434100,10.59배
상상오리 봉천점,14179374,ssdk3,2025-11,11.15,44948,2105,68,10,376100,7.69배
상상오리 봉천점,14179374,ssdk3,2025-11,11.16,50236,2146,76,19,712500,12.89배
상상오리 봉천점,14179374,ssdk3,2025-11,11.17,44287,1375,67,15,513300,10.33배
상상오리 봉천점,14179374,ssdk3,2025-11,11.18,36355,1209,55,12,387300,9.16배
상상오리 봉천점,14179374,ssdk3,2025-11,11.19,31067,1066,47,7,338800,12.88배
상상오리 봉천점,14179374,ssdk3,2025-11,11.20,34372,1127,52,8,243000,5.87배
상상오리 봉천점,14179374,ssdk3,2025-11,11.21,33050,1214,50,14,512600,13.93배
상상오리 봉천점,14179374,ssdk3,2025-11,11.22,41643,1276,63,12,435200,9.58배
상상오리 봉천점,14179374,ssdk3,2025-11,11.23,47592,1468,72,14,524800,9.37배
상상오리 봉천점,14179374,ssdk3,2025-11,11.24,37016,1213,56,10,414500,10.1배
상상오리 봉천점,14179374,ssdk3,2025-11,11.25,37677,1354,57,13,524800,12.78배
상상오리 봉천점,14179374,ssdk3,2025-11,11.26,37016,1350,56,12,417000,10.18배
상상오리 봉천점,14179374,ssdk3,2025-11,11.27,37677,1339,57,17,1109000,27.64배
상상오리 봉천점,14179374,ssdk3,2025-11,11.28,35694,1122,54,11,385200,9.56배
상상오리 봉천점,14179374,ssdk3,2025-11,11.29,50236,1483,76,14,560500,10.16배
상상오리 봉천점,14179374,ssdk3,2025-11,11.30,60151,1855,91,15,615000,9.53배
상상오리 봉천점,14179374,ssdk3,2025-12,12.1,46931,1615,71,15,526100,10.14배
상상오리 봉천점,14179374,ssdk3,2025-12,12.2,35694,1259,54,8,398800,9.88배
상상오리 봉천점,14179374,ssdk3,2025-12,12.3,44287,1442,67,7,311600,6.09배
상상오리 봉천점,14179374,ssdk3,2025-12,12.4,34372,1056,52,5,175900,4.56배
상상오리 봉천점,14179374,ssdk3,2025-12,12.5,58829,1603,89,8,300000,4.43배
상상오리 봉천점,14179374,ssdk3,2025-12,12.6,48914,1832,74,23,915100,16.83배
상상오리 봉천점,14179374,ssdk3,2025-12,12.7,50236,1755,76,18,727300,13.06배
상상오리 봉천점,14179374,ssdk3,2025-12,12.8,31728,1344,48,10,341800,8.82배
상상오리 봉천점,14179374,ssdk3,2025-12,12.9,38999,1338,59,13,612300,14.6배
상상오리 봉천점,14179374,ssdk3,2025-12,12.10,50236,1812,76,14,584300,10.53배
상상오리 봉천점,14179374,ssdk3,2025-12,12.11,38338,1765,58,9,381200,8.46배
상상오리 봉천점,14179374,ssdk3,2025-12,12.12,39660,2275,60,13,491800,10.82배
상상오리 봉천점,14179374,ssdk3,2025-12,12.13,60812,2044,92,16,530200,7.71배
상상오리 봉천점,14179374,ssdk3,2025-12,12.14,50236,1602,76,15,546500,9.62배
상상오리 봉천점,14179374,ssdk3,2025-12,12.15,44287,1431,67,13,547800,10.73배
상상오리 봉천점,14179374,ssdk3,2025-12,12.16,52880,1799,80,10,354200,6.09배
상상오리 봉천점,14179374,ssdk3,2025-12,12.17,46931,2997,71,14,626300,12.53배
상상오리 봉천점,14179374,ssdk3,2025-12,12.18,46270,2925,70,9,322100,6.4배
상상오리 봉천점,14179374,ssdk3,2025-12,12.19,49575,3497,75,19,721100,13.4배
상상오리 봉천점,14179374,ssdk3,2025-12,12.20,50236,4214,76,19,703200,12.94배
상상오리 봉천점,14179374,ssdk3,2025-12,12.21,68744,4237,104,22,810200,10.94배
상상오리 봉천점,14179374,ssdk3,2025-12,12.22,46270,2771,70,13,395700,7.28배
상상오리 봉천점,14179374,ssdk3,2025-12,12.23,38999,2283,59,7,277900,6.48배
상상오리 봉천점,14179374,ssdk3,2025-12,12.24,37016,1383,56,17,640600,16.01배
상상오리 봉천점,14179374,ssdk3,2025-12,12.25,52880,1709,80,18,651600,11.43배
상상오리 봉천점,14179374,ssdk3,2025-12,12.26,43626,2845,66,11,404300,8.51배
상상오리 봉천점,14179374,ssdk3,2025-12,12.27,81964,10218,124,26,921700,10.34배
상상오리 봉천점,14179374,ssdk3,2025-12,12.28,78659,12926,119,15,559600,6.61배
상상오리 봉천점,14179374,ssdk3,2025-12,12.29,60812,6412,92,15,555700,8.48배
상상오리 봉천점,14179374,ssdk3,2025-12,12.30,61473,5927,93,21,813000,11.99배
상상오리 봉천점,14179374,ssdk3,2025-12,12.31,80642,4071,122,25,1044900,12.09배
상상오리 봉천점,14179374,ssdk3,2026-01,1.1,97167,9902,147,31,1158100,11.32배
상상오리 봉천점,14179374,ssdk3,2026-01,1.2,56846,5973,86,19,640400,10.17배
상상오리 봉천점,14179374,ssdk3,2026-01,1.3,78659,6379,119,18,716000,8.66배
상상오리 봉천점,14179374,ssdk3,2026-01,1.4,73371,3895,111,20,724800,9.41배
상상오리 봉천점,14179374,ssdk3,2026-01,1.5,65439,2849,99,20,751200,10.77배
상상오리 봉천점,14179374,ssdk3,2026-01,1.6,56846,3006,86,16,552600,9.17배
상상오리 봉천점,14179374,ssdk3,2026-01,1.7,48914,3053,74,17,675400,12.91배
상상오리 봉천점,14179374,ssdk3,2026-01,1.8,34372,1265,52,12,392500,10.6배
상상오리 봉천점,14179374,ssdk3,2026-01,1.9,48914,1997,74,20,722600,13.91배
상상오리 봉천점,14179374,ssdk3,2026-01,1.10,59490,2855,90,14,542900,8.68배
상상오리 봉천점,14179374,ssdk3,2026-01,1.11,56185,3221,85,17,537400,8.77배
상상오리 봉천점,14179374,ssdk3,2026-01,1.12,30406,2197,46,4,186400,5.87배
상상오리 봉천점,14179374,ssdk3,2026-01,1.13,54202,2352,82,12,443000,7.72배
상상오리 봉천점,14179374,ssdk3,2026-01,1.14,45609,1960,69,18,606200,12.17배
상상오리 봉천점,14179374,ssdk3,2026-01,1.15,44948,1649,68,14,495100,10.43배
상상오리 봉천점,14179374,ssdk3,2026-01,1.16,40982,2117,62,11,372700,8.44배
상상오리 봉천점,14179374,ssdk3,2026-01,1.17,39660,1934,60,13,450800,10.73배
상상오리 봉천점,14179374,ssdk3,2026-01,1.18,52219,2202,79,16,546000,9.48배
상상오리 봉천점,14179374,ssdk3,2026-01,1.19,37016,1562,56,13,678200,17.44배
상상오리 봉천점,14179374,ssdk3,2026-01,1.20,40982,1746,62,16,512900,11.56배
상상오리 봉천점,14179374,ssdk3,2026-01,1.21,40982,1553,62,19,658800,14.75배
상상오리 봉천점,14179374,ssdk3,2026-01,1.22,38338,1699,58,9,547000,13.47배
상상오리 봉천점,14179374,ssdk3,2026-01,1.23,46931,1572,71,17,693600,13.75배
상상오리 봉천점,14179374,ssdk3,2026-01,1.24,52880,2286,80,10,324200,5.53배
상상오리 봉천점,14179374,ssdk3,2026-01,1.25,50236,2957,76,10,332200,5.91배
상상오리 봉천점,14179374,ssdk3,2026-01,1.26,44948,1668,68,22,951000,20.11배
상상오리 봉천점,14179374,ssdk3,2026-01,1.27,43626,1651,66,10,421500,9.09배
상상오리 봉천점,14179374,ssdk3,2026-01,1.28,44287,1892,67,17,641800,13.72배
상상오리 봉천점,14179374,ssdk3,2026-01,1.29,37677,2385,57,14,468500,11.58배
상상오리 봉천점,14179374,ssdk3,2026-01,1.30,41643,2320,63,9,315900,7.15배
상상오리 봉천점,14179374,ssdk3,2026-01,1.31,41643,1935,63,17,641300,14.66배
상상오리 봉천점,14179374,ssdk3,2026-02,2.1,50897,2265,77,23,807500,14.85배
상상오리 봉천점,14179374,ssdk3,2026-02,2.2,50897,1638,77,13,491200,9.2배
상상오리 봉천점,14179374,ssdk3,2026-02,2.3,42304,1772,64,8,257600,5.54배
상상오리 봉천점,14179374,ssdk3,2026-02,2.4,38999,1688,59,9,307900,7.47배
상상오리 봉천점,14179374,ssdk3,2026-02,2.5,49575,2797,75,23,789800,14.76배
상상오리 봉천점,14179374,ssdk3,2026-02,2.6,59490,5471,90,21,853000,13.73배
상상오리 봉천점,14179374,ssdk3,2026-02,2.7,58829,6499,89,11,389100,6.24배
상상오리 봉천점,14179374,ssdk3,2026-02,2.8,73371,5985,111,24,856300,11.13배
상상오리 봉천점,14179374,ssdk3,2026-02,2.9,42965,4554,65,8,332100,7.35배
상상오리 봉천점,14179374,ssdk3,2026-02,2.10,60812,3748,92,13,461800,7.23배
상상오리 봉천점,14179374,ssdk3,2026-02,2.11,42304,1474,64,16,577900,12.91배
상상오리 봉천점,14179374,ssdk3,2026-02,2.12,34372,1593,52,10,353800,9.67배
상상오리 봉천점,14179374,ssdk3,2026-02,2.13,28423,1803,43,7,247900,8.16배
상상오리 봉천점,14179374,ssdk3,2026-02,2.14,46270,2354,70,15,624300,12.82배
상상오리 봉천점,14179374,ssdk3,2026-02,2.15,37677,2001,57,12,474400,11.9배
상상오리 봉천점,14179374,ssdk3,2026-02,2.16,42304,2567,64,14,564900,12.67배
상상오리 봉천점,14179374,ssdk3,2026-02,2.17,48914,3656,74,11,410000,7.79배
상상오리 봉천점,14179374,ssdk3,2026-02,2.18,59490,3633,90,14,490600,7.7배
상상오리 봉천점,14179374,ssdk3,2026-02,2.19,46270,2061,70,17,798600,16.47배
상상오리 봉천점,14179374,ssdk3,2026-02,2.20,37677,1970,57,15,592900,14.91배
상상오리 봉천점,14179374,ssdk3,2026-02,2.21,46931,2908,71,14,536400,10.79배
상상오리 봉천점,14179374,ssdk3,2026-02,2.22,44287,2502,67,12,425000,8.91배
상상오리 봉천점,14179374,ssdk3,2026-02,2.23,0,0,0,0,0,0배
상상오리 봉천점,14179374,ssdk3,2026-02,2.24,0,0,0,0,0,0배
상상오리 봉천점,14179374,ssdk3,2026-02,2.25,0,0,0,0,0,0배
상상오리 봉천점,14179374,ssdk3,2026-02,2.26,0,0,0,0,0,0배
상상오리 봉천점,14179374,ssdk3,2026-02,2.27,0,0,0,0,0,0배
상상오리 봉천점,14179374,ssdk3,2026-02,2.28,0,0,0,0,0,0배
상상오리 부평점,14272499,csh9767,2025-09,9.1,79178,4242,118,13,518200,6.25배
상상오리 부평점,14272499,csh9767,2025-09,9.2,51667,1411,77,12,490500,9.03배
상상오리 부평점,14272499,csh9767,2025-09,9.3,46970,1697,70,15,552700,11.14배
상상오리 부평점,14272499,csh9767,2025-09,9.4,101321,9345,151,18,718700,6.74배
상상오리 부평점,14272499,csh9767,2025-09,9.5,112728,12196,168,22,894200,7.62배
상상오리 부평점,14272499,csh9767,2025-09,9.6,150304,21210,224,24,994800,6.32배
상상오리 부평점,14272499,csh9767,2025-09,9.7,131516,16984,196,28,1069500,7.78배
상상오리 부평점,14272499,csh9767,2025-09,9.8,95282,9561,142,24,924000,9.15배
상상오리 부평점,14272499,csh9767,2025-09,9.9,100650,9700,150,19,738000,6.95배
상상오리 부평점,14272499,csh9767,2025-09,9.10,0,62,0,0,0,0배
상상오리 부평점,14272499,csh9767,2025-09,9.11,75823,5670,113,12,446900,5.58배
상상오리 부평점,14272499,csh9767,2025-09,9.12,140151,16221,201,28,1115100,7.68배
상상오리 부평점,14272499,csh9767,2025-09,9.13,135801,20729,191,23,1005900,7.17배
상상오리 부평점,14272499,csh9767,2025-09,9.14,168507,20008,237,26,1105200,6.29배
상상오리 부평점,14272499,csh9767,2025-09,9.15,118737,17399,167,25,975500,7.79배
상상오리 부평점,14272499,csh9767,2025-09,9.16,115893,19113,163,21,787200,6.42배
상상오리 부평점,14272499,csh9767,2025-09,9.17,122292,16256,172,17,686900,5.37배
상상오리 부평점,14272499,csh9767,2025-09,9.18,106650,12664,150,20,768900,6.88배
상상오리 부평점,14272499,csh9767,2025-09,9.19,122292,18723,172,22,873100,6.82배
상상오리 부평점,14272499,csh9767,2025-09,9.20,134379,22278,189,21,821800,5.81배
상상오리 부평점,14272499,csh9767,2025-09,9.21,127269,16600,179,25,956700,7.17배
상상오리 부평점,14272499,csh9767,2025-09,9.22,88164,11762,124,17,654600,7.07배
상상오리 부평점,14272499,csh9767,2025-09,9.23,100251,14022,141,14,531700,5.06배
상상오리 부평점,14272499,csh9767,2025-09,9.24,119448,12378,168,12,441900,3.61배
상상오리 부평점,14272499,csh9767,2025-09,9.25,99540,11183,140,26,1103900,10.67배
상상오리 부평점,14272499,csh9767,2025-09,9.26,132246,15296,186,27,1079200,7.86배
상상오리 부평점,14272499,csh9767,2025-09,9.27,148599,19975,209,19,740300,4.76배
상상오리 부평점,14272499,csh9767,2025-09,9.28,181305,23304,255,29,1189700,6.31배
상상오리 부평점,14272499,csh9767,2025-09,9.29,100251,16334,141,15,578600,5.52배
상상오리 부평점,14272499,csh9767,2025-09,9.30,148599,23490,209,22,868600,5.53배
상상오리 부평점,14272499,csh9767,2025-10,10.1,121581,20413,171,18,697400,5.6배
상상오리 부평점,14272499,csh9767,2025-10,10.2,127980,20796,180,24,953600,7.11배
상상오리 부평점,14272499,csh9767,2025-10,10.3,153576,23747,216,39,1627600,10.16배
상상오리 부평점,14272499,csh9767,2025-10,10.4,135801,26266,191,16,652900,4.63배
상상오리 부평점,14272499,csh9767,2025-10,10.5,192681,43728,271,27,1098800,5.45배
상상오리 부평점,14272499,csh9767,2025-10,10.6,134379,21017,189,18,815900,5.84배
상상오리 부평점,14272499,csh9767,2025-10,10.7,154287,23559,217,18,720400,4.59배
상상오리 부평점,14272499,csh9767,2025-10,10.8,146466,26123,206,29,1106900,7.24배
상상오리 부평점,14272499,csh9767,2025-10,10.9,119448,21175,168,20,811000,6.42배
상상오리 부평점,14272499,csh9767,2025-10,10.10,103095,17183,145,25,950000,8.98배
상상오리 부평점,14272499,csh9767,2025-10,10.11,146466,26489,206,22,891700,5.87배
상상오리 부평점,14272499,csh9767,2025-10,10.12,167085,33740,235,26,1004600,5.77배
상상오리 부평점,14272499,csh9767,2025-10,10.13,93141,13596,131,15,567200,5.92배
상상오리 부평점,14272499,csh9767,2025-10,10.14,85320,12750,120,12,433900,4.89배
상상오리 부평점,14272499,csh9767,2025-10,10.15,86031,11127,121,17,731000,8.18배
상상오리 부평점,14272499,csh9767,2025-10,10.16,78210,10110,110,13,509200,6.21배
상상오리 부평점,14272499,csh9767,2025-10,10.17,89586,8919,126,18,703800,7.4배
상상오리 부평점,14272499,csh9767,2025-10,10.18,115182,19615,162,28,1140000,9.47배
상상오리 부평점,14272499,csh9767,2025-10,10.19,91008,17340,128,18,812200,8.7배
상상오리 부평점,14272499,csh9767,2025-10,10.20,64701,9524,91,11,463000,6.84배
상상오리 부평점,14272499,csh9767,2025-10,10.21,83898,9634,118,14,547900,6.18배
